ph,tds,turbidity,orp,temperature,label,is_anomaly,is_spike
6.78,647.62,206.01,345.86,23.79,1,0,1
6.74,242.18,0.24,337.87,27.05,0,0,0
7.19,261.17,32.83,363.06,20.23,0,0,0
6.93,556.98,277.18,380.27,26.91,1,0,1
7.44,219.16,20.65,337.4,21.98,0,0,0
7.9,505.97,131.14,286.09,23.62,1,0,1
10.62,1793.63,460.36,576.01,49.69,0,1,1
5.57,565.39,61.87,104.53,29.7,2,0,1
4.05,421.88,77.08,263.18,23.73,2,0,0
7.44,514.46,156.44,323.11,25.22,1,0,1
7.29,603.8,207.17,313.06,26.95,1,0,1
7.28,211.11,38.22,342.44,23.84,0,0,0
4.66,422.55,22.52,287.26,22.15,2,0,0
6.96,739.23,121.59,291.95,28.84,1,0,1
7.32,368.62,27.82,374.55,28.79,0,0,0
6.54,356.56,33.4,379.63,26.83,0,0,0
4.08,437.76,42.36,168.84,23.03,2,0,0
12.97,1024.57,746.45,782.24,82.26,0,1,1
4.49,1076.29,666.56,124.68,98.17,0,1,1
7.49,234.14,36.11,339.48,25.69,0,0,0
6.28,793.99,112.49,370.15,27.7,1,0,1
7.59,723.56,109.58,299.02,24.69,1,0,1
7.94,578.93,201.15,311.26,23.14,1,0,1
5.51,461.3,54.97,213.83,28.71,2,0,0
6.67,334.6,20.9,376.06,26.38,0,0,0
7.49,242.09,25.23,335.68,24.72,0,0,0
6.7,306.62,43.42,337.19,21.31,0,0,0
7.23,207.51,4.04,384.13,23.89,0,0,0
6.63,334.03,42.22,368.54,22.52,0,0,0
7.91,624.49,286.85,372.08,21.51,1,0,1
7.19,518.86,256.06,384.28,28.51,1,0,1
7.66,684.38,175.43,381.61,23.8,1,0,1
6.75,392.41,32.13,317.37,22.14,0,0,0
6.89,321.28,33.77,330.18,28.2,0,0,0
6.01,485.06,40.46,123.64,28.67,2,0,0
6.49,631.2,216.33,363.86,24.28,1,0,1
6.11,1134.89,787.6,770.39,67.84,0,1,1
4.06,596.36,56.01,290.43,29.02,2,0,1
7.74,570.4,288.42,307.2,28.4,1,0,1
6.7,359.42,48.74,362.21,26.2,0,0,0
6.83,214.41,3.78,374.91,29.92,0,0,0
4.03,487.54,67.18,140.27,27.51,2,0,0
7.08,819.29,133.62,332.83,26.99,1,0,1
7.33,219.12,46.43,301.47,22.73,0,0,0
4.22,1717.05,786.69,146.07,4.27,0,1,1
7.22,234.38,3.68,387.88,26.63,0,0,0
6.14,617.51,236.77,288.21,29.84,1,0,1
6.74,1536.36,993.74,170.62,59.73,0,1,1
7.13,271.13,24.01,309.58,21.56,0,0,0
6.94,242.69,20.76,356.72,22.16,0,0,0
6.88,615.4,171.17,340.49,29.35,1,0,1
4.73,444.27,43.56,116.56,29.42,2,0,0
6.6,301.45,37.03,376.73,27.57,0,0,0
6.5,375.44,13.11,394.53,22.61,0,0,0
6.2,499.4,76.64,133.22,24.5,2,0,0
5.89,422.93,61.24,135.73,20.87,2,0,0
7.28,337.83,25.47,339.75,29.77,0,0,0
7.43,831.24,161.96,292.22,22.85,1,0,1
4.15,455.46,79.05,138.31,22.12,2,0,0
6.91,312.28,8.73,316.6,28.79,0,0,0
5.57,422.49,69.2,109.09,25.75,2,0,0
7.03,386.64,46.86,370.24,28.19,0,0,0
7.01,211.41,25.03,396.8,27.8,0,0,0
6.88,766.28,271.66,339.92,27.82,1,0,1
9.49,1674.0,422.21,-381.75,79.02,0,1,1
7.28,306.75,23.65,385.87,28.3,0,0,0
6.61,305.58,23.59,357.32,28.53,0,0,0
4.27,432.34,67.63,106.66,21.93,2,0,0
5.73,1166.9,991.7,867.13,49.72,0,1,1
7.2,324.82,11.48,354.58,26.99,0,0,0
5.15,544.58,59.86,137.99,25.07,2,0,1
6.89,311.57,4.59,398.33,26.45,0,0,0
6.26,586.01,210.48,254.15,29.88,1,0,1
13.01,1273.41,443.94,-391.87,43.55,0,1,1
7.02,292.71,18.86,381.36,24.45,0,0,0
5.1,409.19,52.76,266.29,23.2,2,0,0
7.06,382.0,38.29,383.68,22.97,0,0,0
7.34,202.99,8.32,380.46,22.31,0,0,0
4.83,1521.18,492.18,235.43,56.1,0,1,1
7.65,534.82,204.94,256.34,23.9,1,0,1
5.8,461.6,63.87,128.0,26.62,2,0,0
7.02,546.55,218.87,383.41,25.63,1,0,1
7.09,348.13,31.3,337.49,28.78,0,0,0
6.95,1490.06,856.79,216.4,82.98,0,1,1
7.54,1777.95,524.6,645.55,29.97,0,1,1
7.67,589.19,171.44,254.3,23.9,1,0,1
4.4,1417.19,915.48,75.62,98.54,0,1,1
13.91,1597.75,962.95,46.29,21.52,0,1,1
7.93,808.53,173.03,272.68,22.01,1,0,1
6.61,806.05,280.48,322.1,25.12,1,0,1
7.22,288.75,8.46,352.02,25.02,0,0,0
6.8,613.23,184.97,324.01,21.12,1,0,1
4.71,416.79,59.07,111.39,23.27,2,0,0
6.85,333.06,41.57,310.61,27.43,0,0,0
7.55,555.1,109.72,316.45,26.06,1,0,1
6.8,342.38,18.65,389.26,23.18,0,0,0
6.99,738.22,107.11,316.62,28.9,1,0,1
7.15,322.26,49.89,373.79,23.43,0,0,0
6.5,215.02,3.13,341.58,23.24,0,0,0
5.71,491.88,69.47,189.05,20.26,2,0,0
9.98,1459.56,564.98,396.73,51.28,0,1,1
12.16,1951.8,723.05,-77.2,54.11,0,1,1
7.19,1507.3,880.77,264.29,69.44,0,1,1
5.62,409.63,57.07,233.83,22.15,2,0,0
7.87,606.68,179.57,297.98,27.05,1,0,1
4.4,1003.98,517.36,544.29,58.08,0,1,1
6.79,1327.49,516.35,818.79,73.39,0,1,1
6.97,324.85,18.96,320.38,25.75,0,0,0
6.87,251.33,6.16,317.42,26.62,0,0,0
6.45,799.51,245.39,285.27,21.6,1,0,1
7.2,228.52,26.66,380.88,22.32,0,0,0
6.64,317.69,24.04,369.59,28.44,0,0,0
6.71,366.5,24.82,363.14,24.2,0,0,0
7.16,310.11,13.16,308.68,22.82,0,0,0
6.8,323.87,7.3,311.15,29.65,0,0,0
1.03,1079.42,784.8,667.05,85.43,0,1,1
7.32,341.89,34.24,338.85,23.99,0,0,0
7.34,286.77,4.21,338.8,27.53,0,0,0
6.05,895.3,234.65,293.19,21.2,1,0,1
5.18,599.94,52.96,164.76,28.57,2,0,1
7.12,564.73,264.86,294.88,28.56,1,0,1
4.64,523.57,55.73,171.89,20.95,2,0,1
7.15,235.44,10.0,361.58,23.99,0,0,0
4.94,469.28,23.53,262.59,28.02,2,0,0
7.14,253.12,9.99,362.67,25.9,0,0,0
6.65,355.48,11.67,359.82,21.3,0,0,0
6.77,220.45,3.53,355.56,23.2,0,0,0
6.24,796.51,252.47,321.51,25.07,1,0,1
4.54,575.26,72.94,154.88,22.07,2,0,1
3.6,1384.96,742.18,223.78,49.79,0,1,1
5.56,544.56,40.26,284.7,26.35,2,0,1
6.58,786.85,285.08,369.28,25.63,1,0,1
7.73,611.52,173.88,328.79,26.86,1,0,1
6.46,809.3,186.72,309.64,20.78,1,0,1
6.63,222.26,27.41,361.57,25.73,0,0,0
7.39,343.5,14.25,307.16,21.82,0,0,0
7.76,748.21,260.69,261.37,20.21,1,0,1
6.96,299.82,45.01,348.87,29.98,0,0,0
6.17,733.53,149.82,325.69,22.9,1,0,1
7.04,326.68,9.65,345.96,29.81,0,0,0
6.82,213.3,32.4,396.52,24.56,0,0,0
7.01,543.97,135.68,267.02,28.66,1,0,1
7.12,223.01,23.88,380.99,20.76,0,0,0
5.02,401.49,28.24,131.95,20.27,2,0,0
9.79,1980.75,554.83,-127.81,80.31,0,1,1
7.11,227.86,29.31,302.8,22.89,0,0,0
6.23,450.52,27.67,196.42,23.35,2,0,0
6.57,279.71,42.19,339.5,24.37,0,0,0
5.49,1255.98,917.73,-20.93,47.94,0,1,1
4.91,1621.38,997.73,173.39,44.63,0,1,1
6.79,285.8,46.65,345.78,20.91,0,0,0
6.03,740.5,128.59,353.66,28.79,1,0,1
6.1,870.29,249.96,321.25,25.63,1,0,1
6.54,783.16,232.4,377.66,23.02,1,0,1
5.41,421.23,62.11,271.28,23.2,2,0,0
6.45,576.4,236.2,334.47,28.07,1,0,1
4.03,596.71,60.53,286.88,24.88,2,0,1
4.84,421.17,32.7,202.05,22.62,2,0,0
5.53,521.37,69.68,289.01,28.17,2,0,1
6.01,709.11,289.57,301.99,27.04,1,0,1
5.83,439.29,57.56,131.55,26.98,2,0,0
12.05,1149.86,483.11,546.78,13.13,0,1,1
5.97,451.94,42.33,150.2,23.12,2,0,0
6.79,208.16,7.68,349.33,27.22,0,0,0
6.57,880.0,132.81,268.04,23.96,1,0,1
6.25,495.12,42.16,114.06,26.85,2,0,0
13.0,1227.82,931.67,157.71,80.02,0,1,1
6.6,685.23,140.6,382.13,29.16,1,0,1
6.69,648.27,121.4,361.34,23.92,1,0,1
6.33,574.96,140.37,282.87,23.73,1,0,1
7.58,759.2,260.17,369.64,24.65,1,0,1
9.2,1139.33,423.15,814.77,44.14,0,1,1
1.72,1162.57,402.39,862.76,92.09,0,1,1
2.32,1139.95,762.37,543.03,63.74,0,1,1
7.23,1282.64,600.02,642.28,93.19,0,1,1
4.44,411.68,38.4,247.53,26.84,2,0,0
5.48,428.25,52.6,104.62,29.93,2,0,0
6.01,642.39,239.38,360.76,23.94,1,0,1
6.3,824.71,177.32,363.62,27.84,1,0,1
7.15,328.5,36.56,310.43,27.56,0,0,0
6.62,744.19,207.95,270.08,22.74,1,0,1
7.09,242.84,6.59,369.48,25.54,0,0,0
7.99,744.15,256.66,275.05,29.72,1,0,1
4.16,445.74,66.79,211.12,28.32,2,0,0
6.51,689.65,173.7,293.89,25.61,1,0,1
7.06,274.3,15.8,366.98,27.2,0,0,0
6.02,402.54,62.81,233.92,27.12,2,0,0
6.97,331.48,15.04,300.27,28.26,0,0,0
4.9,425.47,45.01,290.33,29.54,2,0,0
6.71,317.67,26.75,344.1,22.85,0,0,0
6.88,357.41,2.34,355.99,22.44,0,0,0
6.95,272.36,19.58,372.94,23.11,0,0,0
10.56,1090.12,569.48,-128.19,65.38,0,1,1
6.53,299.0,9.77,360.42,24.04,0,0,0
6.22,522.96,274.07,262.71,28.49,1,0,1
7.34,817.99,161.9,325.36,25.98,1,0,1
6.95,273.3,47.69,340.2,21.76,0,0,0
4.16,474.7,68.0,229.79,22.31,2,0,0
7.24,1193.41,891.18,423.73,41.95,0,1,1
6.7,331.87,31.03,369.63,25.78,0,0,0
9.19,1522.6,881.56,-35.78,83.29,0,1,1
6.23,553.16,56.41,244.43,23.98,2,0,1
6.88,232.76,39.13,372.75,20.45,0,0,0
6.52,346.68,8.82,331.24,22.96,0,0,0
6.05,1966.9,797.73,796.13,26.1,0,1,1
6.44,623.15,113.48,283.97,26.37,1,0,1
7.33,258.75,2.84,392.26,28.97,0,0,0
4.39,500.57,75.57,111.43,24.95,2,0,1
6.57,222.82,20.3,395.14,27.35,0,0,0
6.01,562.8,128.66,275.15,21.21,1,0,1
7.37,225.15,6.51,302.13,28.73,0,0,0
6.84,378.44,48.23,349.04,24.0,0,0,0
5.37,598.56,49.46,255.05,23.46,2,0,1
5.8,487.84,63.3,194.17,20.91,2,0,0
7.02,314.28,42.63,321.09,21.95,0,0,0
4.74,410.0,35.93,134.52,24.18,2,0,0
6.79,319.28,31.77,300.69,28.42,0,0,0
4.33,514.6,46.65,128.39,21.06,2,0,1
6.68,275.92,19.62,358.93,24.63,0,0,0
7.02,273.08,2.56,350.85,20.71,0,0,0
6.97,813.41,161.07,288.12,23.93,1,0,1
4.12,580.46,72.8,200.27,25.24,2,0,1
4.53,438.12,26.89,119.57,28.65,2,0,0
7.01,257.09,15.58,323.8,21.79,0,0,0
6.72,231.13,26.49,335.13,29.45,0,0,0
6.66,863.15,230.17,275.94,25.42,1,0,1
6.44,541.56,239.31,333.67,28.66,1,0,1
7.12,693.26,228.49,341.82,21.56,1,0,1
5.75,438.1,49.12,266.67,23.95,2,0,0
9.69,1168.7,537.56,-391.06,2.0,0,1,1
7.04,375.48,0.23,395.45,26.28,0,0,0
6.34,841.85,141.65,318.3,21.66,1,0,1
6.51,599.37,292.24,298.61,29.64,1,0,1
6.55,391.85,19.91,338.24,24.28,0,0,0
7.19,231.34,25.06,345.53,20.06,0,0,0
6.54,699.73,116.54,341.12,23.45,1,0,1
5.03,559.79,30.94,177.34,24.12,2,0,1
6.79,329.35,29.38,358.12,24.77,0,0,0
7.27,840.76,143.53,260.94,22.5,1,0,1
7.08,341.88,33.94,316.16,27.42,0,0,0
5.41,450.81,48.97,117.68,22.51,2,0,0
7.27,379.78,31.15,335.97,21.23,0,0,0
6.67,350.74,8.15,375.35,29.25,0,0,0
11.18,1489.02,417.03,-461.99,76.29,0,1,1
4.85,598.86,70.59,220.92,26.45,2,0,1
5.74,452.37,55.93,227.05,22.9,2,0,0
6.43,524.84,248.62,367.28,21.85,1,0,1
6.59,309.33,42.57,382.72,24.86,0,0,0
4.52,411.12,74.05,204.33,24.76,2,0,0
6.2,836.59,212.09,333.95,23.37,1,0,1
7.1,324.67,34.94,395.66,21.02,0,0,0
6.65,216.65,1.55,332.74,20.29,0,0,0
7.79,645.59,240.57,254.81,25.14,1,0,1
4.8,487.17,23.48,262.88,28.76,2,0,0
6.55,388.46,10.28,366.02,22.5,0,0,0
4.98,402.08,28.15,257.34,21.25,2,0,0
7.92,713.64,281.38,396.82,21.68,1,0,1
4.89,443.06,72.52,104.09,28.94,2,0,0
5.09,401.2,56.71,137.46,29.71,2,0,0
7.2,282.43,49.75,390.62,23.66,0,0,0
6.28,673.07,264.86,358.82,22.59,1,0,1
7.46,324.81,25.14,392.52,26.34,0,0,0
7.38,264.11,35.26,352.14,22.7,0,0,0
7.27,245.04,26.1,369.3,25.57,0,0,0
5.28,457.9,68.08,219.33,22.64,2,0,0
6.56,359.58,24.23,372.65,25.62,0,0,0
7.47,249.05,5.79,383.38,20.15,0,0,0
6.51,898.35,236.51,335.0,28.64,1,0,1
11.69,1250.82,947.33,134.06,82.96,0,1,1
5.18,434.35,74.48,292.49,23.2,2,0,0
6.41,1777.75,650.97,516.24,5.97,0,1,1
5.92,569.94,29.67,115.89,29.14,2,0,1
6.5,370.56,40.76,364.76,29.05,0,0,0
7.95,796.72,277.38,358.52,22.01,1,0,1
9.89,1709.32,672.52,664.57,84.78,0,1,1
4.49,557.36,27.2,284.24,29.92,2,0,1
6.68,270.97,44.37,303.59,24.85,0,0,0
6.09,541.88,22.19,222.6,25.0,2,0,1
6.96,303.39,24.2,372.24,23.39,0,0,0
5.85,472.57,23.45,251.24,24.32,2,0,0
6.2,610.42,165.18,331.88,29.55,1,0,1
6.48,807.76,267.02,343.19,22.9,1,0,1
6.95,273.48,10.17,351.92,25.67,0,0,0
6.54,315.81,41.06,304.53,25.14,0,0,0
5.27,534.74,38.77,240.68,21.28,2,0,1
7.3,332.5,1.24,304.92,27.5,0,0,0
4.56,554.92,44.82,219.24,20.48,2,0,1
7.94,1304.99,874.17,59.54,9.19,0,1,1
6.62,236.28,19.96,359.8,25.35,0,0,0
6.06,750.83,148.42,390.59,27.76,1,0,1
4.74,500.08,71.77,230.64,23.03,2,0,1
6.41,868.06,186.19,309.09,22.85,1,0,1
6.56,797.63,221.01,352.07,25.42,1,0,1
5.28,561.92,27.45,247.73,21.95,2,0,1
7.49,224.01,43.7,345.77,23.32,0,0,0
6.63,692.53,277.71,363.06,26.43,1,0,1
7.31,265.23,13.82,366.88,27.91,0,0,0
6.7,589.1,256.9,389.06,26.14,1,0,1
6.58,249.57,20.89,376.71,20.77,0,0,0
6.73,310.19,25.02,342.77,26.51,0,0,0
5.07,421.52,75.71,218.41,25.62,2,0,0
9.0,1715.68,776.99,82.2,38.57,0,1,1
12.43,1680.03,988.17,-133.34,55.88,0,1,1
4.91,549.69,61.28,213.49,21.95,2,0,1
4.94,407.56,27.4,111.01,22.25,2,0,0
11.01,1489.29,758.37,366.18,38.52,0,1,1
7.37,210.24,16.32,373.42,24.24,0,0,0
5.13,566.52,27.14,125.7,24.18,2,0,1
6.84,382.36,32.15,361.01,22.09,0,0,0
6.7,397.65,11.98,336.37,23.9,0,0,0
7.82,765.52,254.81,369.91,20.02,1,0,1
5.59,440.86,46.17,121.08,22.42,2,0,0
6.69,304.73,31.45,365.67,22.21,0,0,0
6.44,683.65,160.45,376.5,25.06,1,0,1
6.07,493.72,24.42,158.02,27.92,2,0,0
4.08,571.57,22.79,186.24,25.76,2,0,1
6.14,542.79,20.15,290.04,24.04,2,0,1
4.1,561.57,42.35,272.35,26.62,2,0,1
7.94,639.69,140.98,286.22,20.42,1,0,1
7.18,365.83,9.49,374.5,21.68,0,0,0
7.62,843.99,178.49,335.34,26.84,1,0,1
5.82,590.5,70.47,293.83,21.43,2,0,1
6.51,239.71,8.92,390.74,24.61,0,0,0
9.64,1384.13,856.04,627.21,68.11,0,1,1
4.39,489.98,66.43,233.78,21.24,2,0,0
7.64,591.75,219.06,356.78,21.19,1,0,1
6.26,668.7,235.68,327.16,29.01,1,0,1
7.08,744.05,273.12,313.0,20.44,1,0,1
7.17,203.23,37.38,337.38,20.76,0,0,0
7.38,215.65,29.72,333.73,24.24,0,0,0
4.54,1612.84,501.28,-334.09,42.26,0,1,1
7.13,839.59,109.9,280.51,23.14,1,0,1
